"Bid Solicitation #","Organization Name","Contract #","Buyer","Description","Bid Opening Date","Bid Holder List","Awarded Vendor(s)","Status","Alternate Id"
"80DOT-S2411","Department of Transportation","80DOT-NV23-17647 80DOT-NV23-17646","Marti Marsh","Crackfiller","07/19/2023 14:00:00","/bso/external/bidAckList.sdo","Crafco Inc., Maxwell Products, Inc.","Bid to PO","OTC"
"65DPS-S2410","Department of Public Safety","65DPS-NV24-20225","Heather Moon","Online Crash Reports and Investigative Tools","08/16/2023 14:00:00","","CARFAX, Inc.","Bid to PO",""
"95PEBP-S2409","Public Employees' Benefits Program","","Teri Becker","Oncology Concierge and Management Program","09/22/2023 14:00:00","","Carrum Health","Bid to PO",""
"05TO-S2408","Treasurer's Office","05TO-NV23-21356","Teri Becker","Master Securities Custody Services","10/18/2023 14:00:00","","The Bank of New York Mellon","Bid to PO",""
"72DOW-S2407","Department of Wildlife","72DOW-NV23-19125","Teri Becker","Publishing, Printing and Distribution of Various Wildlife Publications","08/16/2023 14:00:00","","J. F. Griffin Publishing LLC","Bid to PO",""
"44DOC-S2406","Department of Corrections","44DOC-NV24-17229","Annette Morfin","OTC for Quilted Mattress Ticking","07/13/2023 17:00:00","","Enriquez Materials & Quilting, Inc.","Bid to PO","44DOC-S731"
"70CNR-S2405","Department of Conservation and Natural Resources","","Annette Morfin","AIR QUALITY MONITORS","06/21/2023 17:00:00","","PurpleAir, Inc.","Bid to PO","709 00000035900"
"40DHHS-S2404","Department of Human Services","","Annette Morfin","Emergency Food and Drink","06/22/2023 14:00:00","","MEALS FOR ALL","Bid to PO","406 00000035913"
"55AGR-S2403","Department of Agriculture","55AGR-NV24-18189","Teri Becker","Janitorial Services Sparks","07/27/2023 14:00:00","","Express Janitorial LLC","Bid to PO",""
"80DOT-S2402","Department of Transportation","80DOT-NV23-17414","Marti Marsh","Potassium Acetate","07/05/2023 14:00:00","/bso/external/bidAckList.sdo","Nachurs Alpine Solutions LLC","Bid to PO","OTC"
"70CNR-S2401","Department of Conservation and Natural Resources","","Annette Morfin","Reference Air Sampler","06/22/2023 13:00:00","","Met One Instruments, Inc.","Bid to PO","709 00000035909"
"80DOT-S2400","Department of Transportation","80DOT-NV23-17257 80DOT-NV23-17260 80DOT-NV23-17256 80DOT-NV23-17258 80DOT-NV23-17259","Marti Marsh","De-Icing Sand & Cinders","07/11/2023 14:00:00","/bso/external/bidAckList.sdo","Cinderlite Trucking Corp., Jim Wilkin Trucking, Reno Rock Transport LLC, Sierra Rental and Transport Co., Vega Construction & Trucking Co.","Bid to PO","OTC"
"30DOE-S2398","Department of Education","30DOE-NV24-19586","Joel Smedes","Student Accountability Information Network (SAIN)","08/15/2023 14:00:00","","AnLar, LLC","Bid to PO",""
"69CRC-S2397","Colorado River Commission","","Gina Goodman","CRCBF-13 Fiber","07/28/2023 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"69CRC-S2396","Colorado River Commission","","Gina Goodman","CRCBF-12 Conductor","07/28/2023 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"69CRC-S2395","Colorado River Commission","","Gina Goodman","CRCBF-11 Hardware & Assemblies","07/28/2023 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"69CRC-S2394","Colorado River Commission","","Gina Goodman","CRCBF-10 T-Line Steel","07/28/2023 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","T-Line Steel"
"40DHHS-S2393","Department of Human Services","","Joel Smedes","Generators, Solar Panels, Batteries, and Accessories","06/14/2023 14:00:00","/bso/external/bidAckList.sdo","Ecoflow Technology Inc.","Bid to PO","321823-52 / RX 406 00000035901"
"80DOT-S2392","Department of Transportation","","Joel Smedes","Windows 10 Optical Time Domain Reflectometers","06/14/2023 14:00:00","","Genuine Cable Group","Bid to PO","RX 083 NDHQ20723"
"40DHHS-S2391","Department of Human Services","40DHHS-NV24-19871","Annette Morfin","Printing and Storage of Welfare Envelopes","08/09/2023 13:00:00","","Cenveo","Bid to PO","OTC 40DHHS-NV22-9299"
"99SWC-S2390","Statewide Contracts","","Teri Becker","NASPO ValuePoint Automatic External Defibrillators and Accessories","07/03/2023 11:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","Alaska RFP 2023-0200-5173"
"80DOT-S2388","Department of Transportation","","Marti Marsh","Snow Plow Blades","06/15/2023 14:00:00","","Valk Manufacturing Company","Bid to PO","NDEQ023501"
"65DPS-S2387","Department of Public Safety","","Heather Moon","SETINA VEHICLE ACCESSORIES","06/15/2023 14:00:00","","Lehr Auto","Bid to PO","RX 651-HP-2242"
"05TO-S2386","Treasurer's Office","05TO-NV23-16809","Annette Morfin","OTC for Payment Coupon Books","06/19/2023 13:00:00","","triangle systems","Bid to PO","05TO-S667"
"99SWC-S2385","Statewide Contracts","","Teri Becker","Medication Repackaging Services","06/30/2023 12:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","MMCAP Infuse Reference 33011"
"99SWC-S2384","Statewide Contracts","","Teri Becker","Kitchen and Serving Line Equipment, Smallwares, Parts, Design and or Installation","07/05/2023 11:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","OMNIA RFP 23FS4"
"70CNR-S2383","Department of Conservation and Natural Resources","","Nancy Feser"," Cat.05 Chain saw parts (Refurb. Kits)","06/01/2023 15:00:00","/bso/external/bidAckList.sdo","HD Supply White Cap Construction Supply","Bid to PO","RXQ R53379"
"30DOE-S2382","Department of Education","30DOE-NV23-18348","Joel Smedes","College and Career Readiness High School Assessment","07/13/2023 14:00:00","","ACT, Inc.","Bid to PO",""
"99SWC-S2381","Statewide Contracts","99SWC-NV24-22403 99SWC-NV24-21784 99SWC-NV24-21775 99SWC-NV24-21776 99SWC-NV24-21779 99SWC-NV24-21782 99SWC-NV24-21781 99SWC-NV24-21777 99SWC-NV24-21780 99SWC-NV24-21783 99SWC-NV24-21774 99SWC-NV24-21778","Nancy Feser","Fire Fuels Reduction and Vegetation Management Services - Ground Only ","03/13/2024 14:00:00","","Anvil Builders Inc, Battle Born Tree Service LLC, Community Tree Service, LLC, Cross Check Services LLC, DG Environmental, Eureka Mill Company, LLC., maynes equipment repair, Papa Lew's Custom Exteriors, LLC, Tahoe Forest Products,LLC, Truckee Meadows Fire Protection District, VM West, LP, Wildlife and Wetlands Solutions, LLC","Bid to PO",""
"99SWC-S2380","Statewide Contracts","99SWC-NV24-22966 99SWC-NV24-22965","Nancy Feser","Fire Fuels Reduction - Air Craft Only","01/18/2024 14:00:00","","Aero SEAT Inc, Heli-1 Corporation","Bid to PO",""
"01GO-S2378","Governor's Office","01GO-NV23-17000","Joel Smedes","Medical Records Review and Research Related to Unarmed Combat","06/21/2023 14:00:00","","Yee Advanced Orthopedics & Sports Medicine LLC","Bid to PO",""
"40DHHS-S2377","Department of Human Services","40DHHS-NV23-20907","Ryan Vradenburg","Centralized Credentialing ","08/24/2023 14:00:00","","Verisys Corporation","Bid to PO",""
"65DPS-S2376","Department of Public Safety","","Annette Morfin","Promotional Items","05/19/2023 14:00:00","","ALERT-ALL CORP","Bid to PO","656 00000035856"
"40DHHS-S2375","Department of Human Services","","Teri Becker","Emergency Child Restraints","05/15/2023 14:00:00","","Emergency Care Advocacy and Safe Transport LLC","Bid to PO","RX 406-35696"
"99SWC-S2371","Statewide Contracts","","Marti Marsh","Truck Bodies, Seasonal Maintenance Equipment & Upfitting Services","06/12/2023 16:30:00","","Bid Solicitation Closed - No Vendor Awarded","Closed","NASPO/Vermont"
"01GO-S2370","Governor's Office","01GO-NV23-18543","Ryan Vradenburg","Core.NV: Nevada Enterprise Resource Planning Project (Invitation to Negotiate)","06/15/2023 14:00:00","","CGI Technologies and Solutions, Inc","Bid to PO",""
"80DOT-S2369","Department of Transportation","80DOT-NV23-16731","Annette Morfin","OTC for Broom Core Segments","06/07/2023 13:00:00","","United Rotary Brush","Bid to PO","OTC 80DOT-S614"
"08DOA-S2368","Department of Administration","08DOA-NV23-18369","Joel Smedes","Statewide Elevator Inspections, Repair, and Maintenance ","06/26/2023 14:00:00","","TK Elevator Corporation","Bid to PO",""
"80DOT-S2367","Department of Transportation","","Annette Morfin","Hot Plates","05/08/2023 13:00:00","","VWR INTERNATIONAL LLC ","Bid to PO","NDHQ20223"
"80DOT-S2365","Department of Transportation","80DOT-NV23-16593 80DOT-NV23-16595 80DOT-NV23-16596 80DOT-NV23-16592 80DOT-NV23-16594","Marti Marsh","Temporary Impact Attenuators","05/25/2023 14:00:00","","N/A","Closed","OTC"
"BRDCOM-S2364","Independent Boards and Commissions","","Ryan Vradenburg","Executive Director Services","07/01/2023 11:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"74BAI-S2363","Department of Business and Industry","74BAI-NV23-19295 74BAI-NV23-19297 74BAI-NV23-19296","Christine Phipps","Regulatory Examination Services","06/15/2023 14:00:00","/bso/external/bidAckList.sdo","Examination Resources, LLC, Regulatory Insurance Advisors, LLC, S.K.E. Consulting LLC","Bid to PO","RFQ"
"80DOT-S2362","Department of Transportation","80DOT-NV23-16540 80DOT-NV23-16539 80DOT-NV23-16536 80DOT-NV23-16537 80DOT-NV23-16538","Marti Marsh","Corrosion Inhibited Solid Chemical De-Icer","05/22/2023 14:00:00","/bso/external/bidAckList.sdo","EnviroTech Services, Inc, GMCO Willow Creek, LLC, Huck Salt, SaltWorx Inc, Shelton's","Bid to PO","OTC"
"40DHHS-S2361","Department of Human Services","","Marti Marsh","Avaya Phones","05/01/2023 11:00:00","","Macondo Networks, LLC","Bid to PO","406 35830"
"27CCB-S2360","Cannabis Compliance Board","27CCB-NV23-20854","Heather Moon","Marijuana Case Management and Licensing Solution","08/17/2023 14:00:00","/bso/external/bidAckList.sdo","Accela, Inc.","Bid to PO",""
"95PEBP-S2359","Public Employees' Benefits Program","95PEBP-NV23-20684","Teri Becker","National Centers of Excellence","05/26/2023 14:00:00","","Carrum Health","Bid to PO",""
"70CNR-S2358","Department of Conservation and Natural Resources","","Nancy Feser","Jackets, Tents, and Flagging","05/19/2023 14:00:00","","The Supply Cache","Bid to PO","RX 706R51958"
"80DOT-S2357","Department of Transportation","","Heather Moon","19,500 LB GVW SERVICE TRUCK WITH CRANE","05/16/2023 14:00:00","","Idealease of Reno Sparks/SSI","Bid to PO","RX 083-NDEQ023487"
"99SWC-S2356","Statewide Contracts","","Christine Phipps","Medical Billing Services","06/01/2023 14:00:00","","Bid Solicitation Closed - No Vendor Awarded","Closed",""
"70CNR-S2355","Department of Conservation and Natural Resources","70CNR-NV23-16769","Nancy Feser","Pure Live Seed","05/16/2023 15:00:00","","Granite Seed Company","Bid to PO",""
"80DOT-S2354","Department of Transportation","","Marti Marsh","Fiber Optic Transceivers","04/21/2023 11:00:00","","Electrep","Bid to PO","NDHQ19923"
"44DOC-S2353","Department of Corrections","","Annette Morfin","Alfalfa Hay","04/27/2023 13:00:00","","Edward Viera, Herman Menezes LLC","Bid to PO","440 PI000000920"
"70CNR-S2352","Department of Conservation and Natural Resources","","Nancy Feser","Sand Harbor Master Plan Update","06/12/2023 14:00:00","","Design Workshop, Inc.","Bid to PO",""
"80DOT-S2351","Department of Transportation","80DOT-NV23-16023","Marti Marsh","Waterborne Traffic Paint-District II & III","05/04/2023 14:00:00","","Ennis-Flint, Inc.","Bid to PO","OTC"
"74BAI-S2350","Department of Business and Industry","74BAI-NV23-16858","Grace Hilgar-Devito","MLD - CPA","04/20/2023 14:00:00","","Booth Management Consulting, LLC","Bid to PO",""
"80DOT-S2349","Department of Transportation","80DOT-NV23-16234 80DOT-NV23-16233","Marti Marsh","Highway Road Salt","05/04/2023 14:00:00","/bso/external/bidAckList.sdo","Huck Salt, Shelton's","Bid to PO","OTC"
"80DOT-S2348","Department of Transportation","80DOT-NV23-16022","Marti Marsh","Waterborne Traffic Paint-District 1 Las Vegas","05/04/2023 14:00:00","","Ennis-Flint, Inc.","Bid to PO","OTC"
"44DOC-S2347","Department of Corrections","","Joel Smedes","RADIOS & REPEATERS INSTALLATION","04/26/2023 14:00:00","/bso/external/bidAckList.sdo","Sierra Electronics","Bid to PO",""
"80DOT-S2346","Department of Transportation","80DOT-NV23-16021","Marti Marsh","Waterborne Traffic Paint-Buckets-Las Vegas","05/04/2023 14:00:00","","Ennis-Flint, Inc.","Bid to PO","OTC"
"70CNR-S2345","Department of Conservation and Natural Resources","70CNR-NV23-17932","Nancy Feser","DEP24-003 Drinking Water Operator Certification Exam Proctor Services","05/10/2023 14:00:00","","California-Nevada Section of the American Water Works Association","Bid to PO",""
"43ADG-S2344","Adjutant General","43ADG-NV23-18030","Nancy Feser","Threat and Hazard Identification and Risk Assessment","05/17/2023 14:00:00","","Wise Oak Consulting, L.L.C.","Bid to PO",""
"80DOT-S2343","Department of Transportation","","Marti Marsh","Cone Body Platform","04/27/2023 14:30:00","","Enoven Truck Body + Equipment","Bid to PO","NDEQ023470"
"80DOT-S2342","Department of Transportation","80DOT-NV23-16000","Marti Marsh","Galvanized Steel Sign Posts","04/27/2023 14:00:00","","Xcessories Squared Southwest Inc.","Bid to PO","OTC"
"40DHHS-S2341","Department of Human Services","","Annette Morfin","Brush Art Pamphlets","04/20/2023 13:00:00","","Brush Art Corporation","Bid to PO","406 00000035774"
"99SWC-S2340","Statewide Contracts","99SWC-NV23-17902 99SWC-NV23-17904 99SWC-NV23-17905 99SWC-NV23-17886 99SWC-NV23-17891 99SWC-NV23-17898 99SWC-NV23-17884 99SWC-NV23-17906 99SWC-NV23-17885 99SWC-NV23-17888 99SWC-NV23-17893 99SWC-NV23-17887 99SWC-NV23-17894 99SWC-NV23-17897 99SWC-NV23-17900 99SWC-NV23-17901 99SWC-NV23-17903 99SWC-NV23-17899 99SWC-NV23-17889 99SWC-NV23-17892 99SWC-NV23-17895 99SWC-NV23-17896","Ryan Vradenburg","Consulting, Marketing and Education Services ","05/18/2023 14:00:00","","Award in Process","Opened",""
"80DOT-S2339","Department of Transportation","80DOT-NV23-16339","Marti Marsh","Roll Up Fabric Signs and Stands","04/20/2023 14:00:00","","N/A","Closed","OTC"
"99SWC-S2338","Statewide Contracts","","Heather Moon","Professional Grade Tools and Diagnostic Equipment (NASPO)","05/18/2023 12:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"55AGR-S2337","Department of Agriculture","","Cynthia Prasad","Home Feeds Nevada Program Request for Qualifications (RFQ)","05/03/2023 16:00:00","","N/A","Closed",""
"69CRC-S2335","Colorado River Commission","","Ryan Vradenburg","SA-23-01 Insulator Cleaning","05/12/2023 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"69CRC-S2334","Colorado River Commission","","Ryan Vradenburg","CRCBF-09 HV Circuit Breaker","05/19/2023 17:00:00","","N/A","Closed",""
"55AGR-S2333","Department of Agriculture","","Cynthia Prasad","Las Vegas Cold Storage Request for Information (RFI)","04/24/2023 16:00:00","","N/A","Closed",""
"70CNR-S2332","Department of Conservation and Natural Resources","","Heather Moon","Financial Advisement for State Revolving Loan Funds","04/11/2023 14:00:00","","Hilltop Securities Inc.","Bid to PO",""
"72DOW-S2330","Department of Wildlife","","Teri Becker","Simflo Pump","03/28/2023 14:00:00","","Cashman Equipment Company","Bid to PO","RX 702-35769"
"13DAT-S2329","Department of Taxation","13DAT-NV23-18539","Gideon Davis","Project MYNT: Modernize Your Nevada Tax  Integrated Tax Administration Solution and Implementation","05/22/2023 14:00:00","","Fast Enterprises LLC","Bid to PO",""
"72DOW-S2328","Department of Wildlife","","Teri Becker","Boat, Motor and Trailer","04/03/2023 14:00:00","","METAL SHARK ","Bid to PO","RX 702-35764"
"30DOE-S2327","Department of Education","30DOE-NV23-16661","Joel Smedes","Continuous Improvement/School Performance Portal","04/26/2023 14:00:00","","806 Technologies, Inc.","Bid to PO",""
"72DOW-S2326","Department of Wildlife","","Teri Becker","Jack Fencing ","03/24/2023 14:00:00","","Bison Pipe & Supply, LLC","Bid to PO","RX 702-35746"
"81DMV-S2325","Department of Motor Vehicles","81DMV-NV23-19245","Heather Moon","Customer Queue System","06/05/2023 14:00:00","","WaitWell Inc.","Bid to PO",""
"81DMV-S2324","Department of Motor Vehicles","","Marti Marsh","Lexmark Toner Cartridges","03/23/2023 14:00:00","","IPRINT TECHNOLOGIES","Bid to PO","810 35733"
"80DOT-S2323","Department of Transportation","","Marti Marsh","Tymco 600 Regenerative Air Street Sweepers","03/28/2023 14:00:00","/bso/external/bidAckList.sdo","Velocity Truck Centers","Bid to PO","NDEQ023469"
"70CNR-S2322","Department of Conservation and Natural Resources","","Emily Larsen","South Fork Watercraft Rentals","03/29/2023 10:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"40DHHS-S2321","Department of Human Services","","Andy Jin","CSEP Courier Service","03/17/2023 17:00:00","","N/A","Closed",""
"40DHHS-S2320","Department of Human Services","","Andy Jin","CSEP Service of Process","03/17/2023 17:00:00","","N/A","Closed",""
