"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"99SWC-NV22-14835","","Direct Client Services","Full Range Physical Therapy, LLC","","$125,859.92","Statewide Contracts","3PS - Sent","04/11/2023","03/30/2027"
"99SWC-NV22-14834","","Direct Client Services","Numotion","","$150,000.00","Statewide Contracts","3PS - Sent","04/11/2023","03/30/2027"
"99SWC-NV22-14684","","Direct Client Services","MARK D ARMERDING MD","","$22,500.00","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-14683","","Direct Client Services","Magellan Healthcare, Inc.","","$0.00","Statewide Contracts","3PS - Sent","02/14/2023","01/30/2027"
"99SWC-NV22-13388","","Inmate Communications","Inmate Calling Solutions, LLC dba ICSolutions","","$0.00","Statewide Contracts","3PS - Sent","01/01/2023","12/31/2028"
"99SWC-NV22-13387","","Inmate Communications","Securus Technologies, Inc.","","$0.00","Statewide Contracts","3PS - Sent","01/01/2023","12/31/2028"
"99SWC-NV22-13386","","Inmate Communications","Keefe Supply Co.","","$0.00","Statewide Contracts","3PS - Sent","01/01/2023","12/31/2028"
"99SWC-NV22-13385","","Inmate Communications","Viapath Technologies","","$0.00","Statewide Contracts","3PS - Sent","11/03/2020","12/31/2028"
"99SWC-NV22-13038","","Direct Client Services","PRIDE Industries","","$0.00","Statewide Contracts","3PS - Sent","06/02/2022","06/30/2026"
"99SWC-NV22-13037","","Blind/Visually Impaired Services","Sahara Eye Center","","$313,675.00","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-13036","","Direct Client Services","Valued Relationships, Inc.","","$20,000.00","Statewide Contracts","3PS - Sent","02/14/2023","01/31/2027"
"99SWC-NV22-13035","","Employment services","Ability Center, Inc.","","$2,250,000.00","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-13034","","Direct Client Services","Community Services Agency","","$750,000.00","Statewide Contracts","3PS - Sent","12/13/2022","11/30/2026"
"99SWC-NV22-13032","","Group Home Services","Caring Hearts Care Home LLC","","$225,000.00","Statewide Contracts","3PS - Sent","11/15/2022","12/31/2026"
"99SWC-NV22-13031","","Psychology Services","Las Vegas Evaluation Services","","$562,288.00","Statewide Contracts","3PS - Sent","07/12/2022","04/30/2026"
"99SWC-NV22-13029","","Counseling Services","Quest Counseling and Consulting ","","$432,510.00","Statewide Contracts","3PS - Sent","07/12/2022","01/31/2026"
"99SWC-NV22-13026","","Direct Client Services","Progressive Pathways Group INC","","$0.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-13025","","Direct Client Services","Seven Hills Behavioral Institution","","$800,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-13024","","Therapy Services","Innovative Health and Wellness","","$898,282.80","Statewide Contracts","3PS - Sent","11/15/2022","12/31/2026"
"99SWC-NV22-13022","","Direct Client Services","Valley Pediatric & Specialty Center","","$105,212.00","Statewide Contracts","3PS - Sent","02/14/2023","12/31/2026"
"99SWC-NV22-13021","","Direct Client Services","People's Care Nevada","","$2,241,592.20","Statewide Contracts","3PS - Sent","12/13/2022","11/30/2026"
"99SWC-NV22-13019","","Employment services","Progressive Choices, Inc.","","$7,999,999.34","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-13018","","Direct Client Services","C & N Personal Care LLC","","$39,484.68","Statewide Contracts","3PS - Sent","12/13/2022","11/30/2026"
"99SWC-NV22-13017","","Psychology Services","Suzanne Aberasturi, Ph.D. LLC","","$117,500.00","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-13016","","Direct Client Services","NEVADA PERSONAL CARE SERVICES INC","","$400,000.00","Statewide Contracts","3PS - Sent","04/11/2023","06/30/2026"
"99SWC-NV22-13015","","Direct Client Services","Project Help Nevada, Inc.","","$500,000.00","Statewide Contracts","3PS - Sent","02/14/2023","12/31/2026"
"99SWC-NV22-13014","","Direct Client Services","Heaven Bound Lifestyle Center/Enhanced Opportunities","","$2,090,027.74","Statewide Contracts","3PS - Sent","04/11/2023","09/30/2026"
"99SWC-NV22-13013","","Direct Client Services","Nutrition Moves","","$1,321,658.82","Statewide Contracts","3PS - Sent","06/27/2022","04/30/2026"
"99SWC-NV22-13012","","Direct Client Services","Little Lemons Therapy LLC","","$829,480.18","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-13011","","Direct Client Services","A VICTORIOUSCARE","","$5,507,713.96","Statewide Contracts","3PS - Sent","06/27/2022","04/30/2026"
"99SWC-NV22-13009","","Autism Services","Aspire Behavioral Services, LLC.","","$767,545.59","Statewide Contracts","3PS - Sent","11/15/2022","12/31/2026"
"99SWC-NV22-13008","","Direct Client Services","Discovery ABA NV LLC","","$501,260.40","Statewide Contracts","3PS - Sent","05/09/2023","04/30/2027"
"99SWC-NV22-13006","","Autism Services","KAM Learning Campus, LLC","","$0.00","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-13005","","Direct Client Services","Chau Pham PLLC ","","$249,900.00","Statewide Contracts","3PS - Sent","02/14/2023","01/30/2027"
"99SWC-NV22-13003","","Counseling/therapy services","Nugent Family Counseling Center Inc","","$60,000.00","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-13002","","Therapy Services","Theraplay Solutions LLC","","$2,558,852.97","Statewide Contracts","3PS - Sent","11/15/2022","09/30/2026"
"99SWC-NV22-13001","","Case Management services","A Place of Grace Counseling & Consulting","","$0.00","Statewide Contracts","3PS - Sent","11/15/2022","12/31/2026"
"99SWC-NV22-13000","","Family Counseling Services","Arevalo Counseling & Mentoring, LLC","","$0.00","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-12999","","Autism Services","Behavior Evolution","","$1,000,000.00","Statewide Contracts","3PS - Sent","11/15/2022","12/31/2026"
"99SWC-NV22-12998","","Direct Client Services","REM Nevada Inc","","$59,373,313.70","Statewide Contracts","3PS - Sent","12/13/2022","09/30/2026"
"99SWC-NV22-12997","","Direct Client Services","Special Education Support Staff","","$572,000.00","Statewide Contracts","3PS - Sent","06/27/2022","04/30/2026"
"99SWC-NV22-12995","","Direct Client Services","Carelon Behavioral Health Inc. ","","$0.00","Statewide Contracts","3PS - Sent","05/09/2023","04/30/2027"
"99SWC-NV22-12994","","Direct Client Services","Devonees Heart & Soul Healthcare LLC","","$131,168.11","Statewide Contracts","3PS - Sent","02/14/2023","01/31/2027"
"99SWC-NV22-12990","","Direct Client Services","Black Swan Consulting Inc","","$0.00","Statewide Contracts","3PS - Sent","05/09/2023","04/30/2027"
"99SWC-NV22-12989","","Direct Client Services","Note Able Music Therapy Services","","$28,800.00","Statewide Contracts","3PS - Sent","05/09/2023","04/30/2027"
"99SWC-NV22-12987","","Direct Client Services","Moxy Up","","$0.00","Statewide Contracts","3PS - Sent","02/14/2023","01/31/2027"
"99SWC-NV22-12906","","Grant Related Professional Services","Black Swan Consulting Inc","","$0.00","Statewide Contracts","3PS - Sent","10/12/2021","01/01/2026"
"99SWC-NV22-12623","","Fire Fuels Reduction and Vegetation Management Services","Westland Resources Inc","","$0.00","Statewide Contracts","3PS - Sent","05/10/2022","06/07/2027"
"99SWC-NV22-12622","","Fire Fuels Reduction and Vegetation Management Services","PaleoWest Archaeology","","$0.00","Statewide Contracts","3PS - Sent","06/27/2022","06/07/2027"
"99SWC-NV22-12621","","Fire Fuels Reduction and Vegetation Management Services","RK Contractors, Inc.","","$0.00","Statewide Contracts","3PS - Sent","06/27/2022","06/07/2027"
"99SWC-NV22-12620","","Fire Fuels Reduction and Vegetation Management Services","SWCA Environmental Consultants","","$15,742.34","Statewide Contracts","3PS - Sent","05/10/2022","06/07/2027"
"99SWC-NV22-12546","","Grant Related Professional Services","Iteris, Inc.","","$0.00","Statewide Contracts","3PS - Sent","10/12/2021","01/01/2026"
"99SWC-NV22-12529","","Fire Fuels Reduction and Vegetation Management Services","Silhouette Farm & Forestry, LLC","","$0.00","Statewide Contracts","3PS - Sent","06/09/2022","06/07/2027"
"99SWC-NV22-12528","","Fire Fuels Reduction and Vegetation Management Services","Rutledge Airborne Applications, LLC","","$322,679.87","Statewide Contracts","3PS - Sent","07/12/2022","06/06/2027"
"99SWC-NV22-12527","","Fire Fuels Reduction and Vegetation Management Services","Bridger Air Tanker LLC","","$0.00","Statewide Contracts","3PS - Sent","07/12/2022","06/07/2027"
"99SWC-NV22-12385","","Cloud Solutions (NASPO - Utah)","Armedia","","$0.00","Statewide Contracts","3PS - Sent","06/06/2022","09/15/2026"
"99SWC-NV22-12212","","Wiring Cabling Fiber Communications Infrastructure (WCCI) Support Services","Diversified Communications Solutions Inc., Ltd.","","$1,072,292.73","Statewide Contracts","3PS - Sent","07/01/2022","06/30/2026"
"99SWC-NV22-12211","","Wiring Cabling Fiber Communications Infrastructure (WCCI) Support Services","Eagle Communications","","$0.00","Statewide Contracts","3PS - Sent","07/01/2022","06/30/2026"
"99SWC-NV22-12210","","Wiring Cabling Fiber Communications Infrastructure (WCCI) Support Services","Comtech Business Systems","","$151,493.68","Statewide Contracts","3PS - Sent","07/01/2022","06/30/2026"
"99SWC-NV22-12209","","Wiring Cabling Fiber Communications Infrastructure (WCCI) Support Services","Conway Communications Inc.","","$3,488,914.18","Statewide Contracts","3PS - Sent","07/01/2022","06/30/2026"
"99SWC-NV22-12192","","Shelving Filing and Storage (Utah)","HB Workplaces LLC","","$0.00","Statewide Contracts","3PS - Sent","06/14/2022","12/01/2025"
"99SWC-NV22-12139","","Disabilities support/services","MD DEVELOPMENTAL","","$7,484,466.06","Statewide Contracts","3PS - Sent","06/27/2022","04/30/2026"
"99SWC-NV22-12137","","Health/personal care services","Heavenly Angels Home Care Services LLC","","$418,481.81","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12136","","Therapy Services","Functional Pathways of Tennessee, LLC","","$0.00","Statewide Contracts","3PS - Sent","06/14/2022","06/30/2026"
"99SWC-NV22-12134","","Medical/Mental health Services","Steven H. Berger, M.D.","","$98,880.00","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-12133","","Community Services","The Embracing Project","","$538,714.97","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-12132","","Direct Client Services","A New Generation Life Recovery Center, LLC","","$0.00","Statewide Contracts","3PS - Sent","12/13/2022","09/30/2026"
"99SWC-NV22-12130","","Direct Client Services","Speedy Specs","","$0.00","Statewide Contracts","3PS - Sent","05/09/2023","04/30/2027"
"99SWC-NV22-12127","","Therapy services","Talk Specialists","","$0.00","Statewide Contracts","3PS - Sent","06/27/2022","04/30/2026"
"99SWC-NV22-12126","","Case Management and living arrangement services","Well Care Reno","","$1,965,845.60","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-12125","","Substance Abuse Counseling","Odyssey House of Utah","","$243,999.00","Statewide Contracts","3PS - Sent","06/27/2022","04/30/2026"
"99SWC-NV22-12123","","Homeless services","The Shade Tree, Inc.","","$0.00","Statewide Contracts","3PS - Sent","06/14/2022","06/30/2026"
"99SWC-NV22-12122","","Therapy/family services","STEP2, Inc.","","$65,500.00","Statewide Contracts","3PS - Sent","06/14/2022","06/30/2026"
"99SWC-NV22-12121","","Personal Emergency Response services","Lifeline Systems Company","","$10,640.00","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-12118","","Direct Client Services","Prime Care Facility","","$100,000.00","Statewide Contracts","3PS - Sent","05/09/2023","04/30/2027"
"99SWC-NV22-12114","","Counseling and living arrangement services","Browning Neurobehavioral Association","","$713,150.00","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-12111","","Personal care services","At Home Sr. Solutions","","$478,350.96","Statewide Contracts","3PS - Sent","06/27/2022","01/31/2026"
"99SWC-NV22-12109","","Audiology Services","Lone Mountain Audiology & Hearing","","$150,000.00","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-12108","","Direct Client Services","Alliance Mental Health Specialists","","$588,200.00","Statewide Contracts","3PS - Sent","05/09/2023","04/30/2027"
"99SWC-NV22-12107","","Optometry services","Total Eyecare","","$150,460.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12106","","Optometry services","Sergio A Guzman Optometry LTD","","$65,029.00","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-12105","","Mental Health Services","Reflections Therapy- Dr. Soseh Esmaeili, PsyD, PLLC","","$225,690.00","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-12104","","Living arrangement services","Key Learning Concepts LLC","","$5,623,903.41","Statewide Contracts","3PS - Sent","06/27/2022","04/30/2026"
"99SWC-NV22-12103","","Psychology Services","Sunshine Collins LLC","","$0.00","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-12101","","Direct Client Services","A Novo Care, LLC","","$353,408.06","Statewide Contracts","3PS - Sent","02/14/2023","01/31/2027"
"99SWC-NV22-12100","","Personal/respite care services","Family Personal Care LLC","","$1,797,153.93","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-12097","","Living arrangement services","Rising Star","","$1,644,642.36","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12093","","Therapy/counseling services","ACCS","","$33,000.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12092","","Disability employment support","Choices For All LLC","","$8,067,369.04","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-12091","","Audiology services","Silver State Hearing and Balance Inc","","$117,841.70","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-12090","","Disabilities support/services","Kenneth McKay LTD","","$750,000.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12088","","Psychology services","Staci R. Ross, Ph.D., Inc","","$225,000.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12087","","Personal Care Services","AmPm Personal Care LLC","","$335,814.93","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-12086","","Audiology/medical services","Abbie L Stevenson","","$150,000.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12085","","Residential Home Care Services","ADL Home Care Inc.","","$144,691.81","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-12084","","Emergency Services","Emergency LifeLine West","","$30,705.00","Statewide Contracts","3PS - Sent","06/14/2022","06/30/2026"
"99SWC-NV22-12081","","Living arrangement services","KNR Assisted Living Services LLC","","$20,766,608.27","Statewide Contracts","3PS - Sent","09/13/2022","09/30/2026"
"99SWC-NV22-12077","","Home health/personal/respite care","A Helping Hand Home Health Care, Inc","","$202,355.86","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-12074","","Community services","JC Family Services","","$6,521,254.49","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-12072","","Youth support services","Nevada Homes For Youth","","$0.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12071","","Disabilities support/services","Taking Action LLC","","$250,000.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12067","","Personal care services","Love's Home Health Care LLC","","$160,561.35","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12065","","Autism Services","Simple Behavior Solutions, LLC","","$0.00","Statewide Contracts","3PS - Sent","11/15/2022","09/30/2026"
"99SWC-NV22-12064","","Personal care services","Dynamic Caregivers","","$389,154.27","Statewide Contracts","3PS - Sent","06/27/2022","04/30/2026"
"99SWC-NV22-12063","","Direct Client Services","Freedom Home Health LLC","","$250,000.00","Statewide Contracts","3PS - Sent","05/09/2023","04/30/2027"
"99SWC-NV22-12062","","Personal care services","Circle of Life in Home Care","","$360,049.91","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-12061","","Direct Client Services","Loving Hands of Nevada Home Health Care LLC","","$621,472.35","Statewide Contracts","3PS - Sent","05/09/2023","04/30/2027"
"99SWC-NV22-12060","","Personal care services","Miracle Hands Personal Home Care","","$275,745.96","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
